OrderID,OrderDate,CustomerID,ProductID,Region,Quantity,Discount,DeliveryDays,Rating
O00497,29-04-2024,C0316,P005,West,7,15,1,4
O00498,01-05-2025,C0352,P006,North,3,20,3,1
O00499,17-03-2024,C0221,P001,South,2,0,2,3
O00500,22-08-2024,C0222,P003,West,8,5,1,4
O00501,01-12-2024,C0152,P004,West,3,10,3,3
O00502,20-02-2025,C0184,P006,South,4,0,1,4
O00503,23-08-2024,C0093,P007,North,5,10,6,5
O00504,10-06-2025,C0182,P003,West,4,10,1,4
O00505,19-02-2025,C0428,P003,West,7,10,2,4
O00506,11-09-2024,C0126,P009,North,5,0,5,5
O00507,01-06-2024,C0112,P010,West,1,0,2,1
O00508,08-04-2025,C0026,P007,East,4,0,5,4
O00509,21-12-2025,C0001,P009,West,10,10,4,3
O00510,26-01-2024,C0111,P004,North,7,20,5,2
O00511,30-01-2024,C0200,P003,South,1,20,3,4
O00512,15-11-2024,C0284,P005,South,8,15,2,5
O00513,21-11-2025,C0093,P009,North,9,5,1,5
O00514,10-10-2024,C0486,P007,North,4,20,1,3
O00515,11-09-2025,C0030,P001,East,7,0,5,4
O00516,12-09-2024,C0120,P002,West,2,20,1,2
O00517,28-02-2025,C0281,P006,East,8,15,1,5
O00518,01-03-2025,C0264,P008,South,9,15,6,1
O00519,23-01-2025,C0128,P005,South,6,0,2,5
O00520,16-10-2025,C0249,P009,South,7,0,7,3
O00521,17-11-2024,C0320,P010,East,6,0,7,5
O00522,07-01-2024,C0006,P006,East,9,10,1,1
O00523,01-05-2025,C0256,P005,South,8,10,1,2
O00524,14-03-2024,C0384,P008,North,9,20,6,4
O00525,14-10-2024,C0299,P002,East,2,5,7,1
O00526,27-06-2025,C0294,P006,West,3,15,5,4
O00527,14-10-2024,C0288,P006,South,9,5,3,3
O00528,25-02-2024,C0189,P004,North,8,10,3,4
O00529,06-09-2024,C0168,P003,South,2,20,7,4
O00530,08-03-2025,C0264,P001,East,3,5,7,3
O00531,08-01-2025,C0172,P003,South,10,20,1,2
O00532,02-01-2024,C0040,P005,West,5,10,7,2
O00533,20-11-2025,C0175,P010,East,5,20,4,2
O00534,28-12-2024,C0464,P001,East,9,5,3,1
O00535,14-10-2025,C0186,P002,East,3,5,6,1
O00536,01-10-2024,C0241,P004,West,1,15,2,5
O00537,30-09-2024,C0402,P005,West,9,20,7,2
O00538,11-03-2025,C0124,P004,West,10,5,3,1
O00539,09-09-2024,C0208,P007,South,9,0,5,3
O00540,08-11-2025,C0083,P002,West,9,0,2,3
O00541,12-02-2025,C0361,P004,East,10,20,4,2
O00542,09-12-2025,C0189,P002,North,9,20,4,1
O00543,02-08-2024,C0426,P003,East,6,5,7,5
O00544,26-05-2025,C0151,P004,South,1,15,5,5
O00545,26-09-2025,C0211,P007,West,7,10,4,3
O00546,26-08-2025,C0085,P001,East,3,5,2,1
O00547,25-11-2024,C0226,P007,East,4,0,5,4
O00548,18-04-2024,C0364,P004,West,5,15,7,1
O00549,27-08-2025,C0065,P009,North,4,10,6,4
O00550,19-07-2025,C0090,P002,North,2,0,1,1
O00551,15-07-2025,C0396,P005,North,8,5,5,4
O00552,16-08-2024,C0009,P009,West,6,0,2,4
O00553,18-02-2024,C0495,P004,South,6,5,2,4
O00554,10-08-2024,C0132,P009,East,9,0,6,3
O00555,20-05-2024,C0131,P005,East,3,5,5,5
O00556,09-12-2025,C0348,P008,South,5,0,1,2
O00557,12-09-2025,C0128,P003,West,2,0,3,1
O00558,24-06-2024,C0054,P002,North,3,20,4,2
O00559,30-09-2025,C0480,P010,East,7,15,2,3
O00560,13-12-2025,C0075,P010,South,8,15,2,5
O00561,26-04-2024,C0269,P010,North,7,0,2,4
O00562,01-05-2025,C0282,P006,North,1,10,1,5
O00563,30-05-2025,C0071,P010,South,4,5,2,4
O00564,18-11-2024,C0205,P004,South,8,20,2,3
O00565,24-03-2024,C0234,P008,North,1,0,1,1
O00566,18-12-2025,C0416,P001,West,3,0,4,4
O00567,17-05-2024,C0383,P006,South,10,5,3,1
O00568,17-02-2025,C0115,P002,East,2,0,1,1
O00569,25-09-2024,C0299,P006,West,9,5,4,1
O00570,29-10-2025,C0311,P010,East,3,20,5,3
O00571,01-11-2025,C0068,P002,South,4,20,6,1
O00572,07-01-2024,C0147,P004,East,8,15,7,3
O00573,11-01-2024,C0361,P010,East,4,0,7,5
O00574,25-07-2024,C0497,P007,South,8,15,4,4
O00575,12-12-2024,C0430,P008,West,8,10,7,5
O00576,16-07-2025,C0056,P001,West,10,20,3,2
O00577,11-04-2025,C0219,P007,East,6,5,7,5
O00578,28-03-2024,C0212,P004,South,7,10,7,5
O00579,26-05-2025,C0405,P002,East,7,10,1,2
O00580,11-04-2024,C0047,P006,West,9,0,6,1
O00581,20-04-2025,C0304,P002,East,9,15,6,1
O00582,25-12-2025,C0369,P009,South,2,0,4,1
O00583,24-04-2025,C0020,P004,South,3,10,2,2
O00584,24-05-2025,C0290,P002,East,7,5,3,5
O00585,21-08-2024,C0212,P006,North,10,10,2,2
O00586,12-11-2025,C0305,P004,East,2,20,4,3
O00587,27-03-2025,C0032,P010,South,9,10,5,3
O00588,29-03-2025,C0283,P003,East,8,20,2,5
O00589,05-01-2024,C0323,P007,East,6,5,4,4
O00590,21-12-2025,C0459,P007,East,2,0,4,5
O00591,17-01-2024,C0049,P004,North,6,15,2,1
O00592,02-08-2025,C0439,P007,North,8,15,4,3
O00593,24-05-2024,C0164,P002,South,5,10,6,5
O00594,19-07-2025,C0262,P009,West,1,15,4,4
O00595,08-04-2024,C0462,P004,North,4,10,4,5
O00596,28-07-2025,C0021,P002,West,9,10,5,5
O00597,09-06-2024,C0194,P008,South,9,15,6,3
O00598,25-03-2025,C0437,P004,West,4,20,4,3
O00599,30-11-2025,C0266,P006,East,7,10,4,5
O00600,28-07-2024,C0123,P001,West,1,15,4,4
O00601,18-02-2024,C0160,P005,West,6,20,5,2
O00602,19-03-2025,C0152,P009,East,9,0,3,4
O00603,21-10-2024,C0402,P002,West,3,15,2,3
O00604,06-08-2024,C0396,P006,West,9,10,5,2
O00605,27-11-2025,C0472,P006,North,4,15,4,3
O00606,05-10-2024,C0364,P004,East,2,0,5,1
O00607,01-05-2025,C0147,P007,West,3,20,1,4
O00608,01-05-2024,C0473,P004,South,1,5,6,5
O00609,23-03-2025,C0391,P008,South,9,15,1,3
O00610,13-09-2024,C0038,P006,South,6,5,6,1
O00611,22-02-2024,C0177,P010,South,5,20,2,4
O00612,01-12-2024,C0172,P005,North,4,0,1,2
O00613,13-02-2025,C0166,P009,East,8,0,3,3
O00614,15-03-2025,C0422,P006,East,1,10,2,5
O00615,24-03-2024,C0011,P009,East,8,5,2,2
O00616,25-09-2025,C0155,P001,South,8,20,6,4
O00617,04-06-2025,C0065,P004,North,3,10,1,3
O00618,15-01-2024,C0431,P005,West,3,0,4,3
O00619,11-06-2024,C0413,P007,East,8,5,5,3
O00620,11-01-2024,C0496,P002,East,6,20,3,5
O00621,08-08-2024,C0021,P006,East,9,0,4,5
O00622,15-08-2024,C0034,P007,West,5,20,7,3
O00623,27-06-2024,C0205,P003,North,4,15,7,5
O00624,07-11-2025,C0354,P005,West,3,10,1,4
O00625,15-09-2024,C0167,P005,North,5,15,5,1
O00626,10-08-2024,C0105,P001,North,7,20,6,4
O00627,09-04-2025,C0340,P002,East,1,0,4,3
O00628,04-12-2025,C0301,P005,South,2,20,2,5
O00629,28-07-2024,C0234,P005,West,7,15,1,4
O00630,03-12-2024,C0376,P003,East,7,5,1,4
O00631,31-10-2024,C0197,P001,South,6,10,5,3
O00632,11-09-2025,C0403,P007,West,7,5,2,5
O00633,29-10-2024,C0419,P006,South,8,15,1,3
O00634,25-04-2024,C0410,P006,South,1,5,5,1
O00635,08-05-2024,C0388,P006,East,4,5,4,3
O00636,25-02-2024,C0202,P008,South,3,15,7,5
O00637,09-11-2024,C0402,P009,East,9,5,7,2
O00638,27-05-2024,C0486,P004,East,1,5,2,5
O00639,15-11-2024,C0366,P009,West,8,0,6,2
O00640,22-01-2025,C0405,P010,South,9,5,3,2
O00641,04-07-2024,C0114,P004,West,8,15,3,2
O00642,01-02-2025,C0299,P001,South,10,5,1,1
O00643,17-10-2025,C0066,P001,West,8,20,7,5
O00644,25-08-2025,C0213,P008,East,5,0,5,4
O00645,02-05-2025,C0278,P004,West,6,10,3,5
O00646,28-01-2024,C0098,P004,North,7,5,7,5
O00647,30-03-2025,C0016,P004,South,3,0,5,3
O00648,05-10-2024,C0438,P003,South,6,10,6,3
O00649,13-02-2024,C0129,P009,East,6,20,3,3
O00650,18-04-2025,C0431,P009,South,5,0,6,1
O00651,09-07-2025,C0290,P009,West,2,0,7,2
O00652,20-02-2025,C0174,P005,North,4,15,2,2
O00653,30-05-2024,C0002,P006,South,3,0,1,2
O00654,24-11-2024,C0159,P005,West,7,15,5,3
O00655,05-08-2025,C0466,P008,North,10,0,3,4
O00656,01-08-2024,C0161,P006,North,7,10,7,2
O00657,27-05-2024,C0468,P003,East,2,20,6,3
O00658,09-02-2024,C0221,P003,East,3,0,7,5
O00659,05-11-2025,C0382,P004,West,8,5,1,5
O00660,01-07-2024,C0458,P009,East,5,5,4,5
O00661,12-06-2024,C0262,P007,North,1,10,4,3
O00662,03-01-2024,C0241,P005,East,1,15,5,5
O00663,27-06-2024,C0464,P003,West,6,15,7,4
O00664,16-06-2024,C0422,P010,South,6,20,7,5
O00665,22-02-2024,C0060,P010,West,7,15,7,5
O00666,29-10-2025,C0058,P004,South,6,10,7,1
O00667,08-02-2024,C0005,P008,East,7,5,2,5
O00668,01-12-2024,C0202,P004,South,2,10,2,3
O00669,31-01-2025,C0161,P007,South,4,5,2,4
O00670,18-03-2024,C0065,P001,East,6,15,2,5
O00671,16-12-2025,C0164,P006,West,7,15,1,4
O00672,14-12-2024,C0171,P005,East,9,20,1,3
O00673,23-11-2025,C0419,P006,West,7,0,5,3
O00674,07-01-2025,C0141,P001,North,4,15,2,2
O00675,09-04-2024,C0322,P008,South,4,0,7,1
O00676,04-01-2024,C0099,P004,South,2,5,3,3
O00677,11-07-2025,C0241,P008,South,2,0,6,1
O00678,11-09-2025,C0008,P009,East,6,0,3,4
O00679,15-08-2024,C0078,P001,East,4,10,1,2
O00680,03-02-2025,C0267,P010,West,8,15,1,5
O00681,10-06-2025,C0238,P008,North,8,20,6,2
O00682,18-01-2024,C0440,P006,West,10,20,4,2
O00683,16-03-2025,C0033,P010,North,1,5,2,3
O00684,16-02-2025,C0193,P003,North,6,10,2,1
O00685,08-02-2024,C0273,P008,South,2,20,5,4
O00686,23-11-2025,C0132,P009,North,9,5,3,3
O00687,01-08-2024,C0201,P003,South,10,5,3,3
O00688,13-01-2025,C0014,P006,West,2,5,1,3
O00689,26-11-2024,C0387,P001,East,6,15,7,1
O00690,01-07-2024,C0326,P004,West,7,0,5,1
O00691,08-11-2024,C0212,P006,East,10,15,4,3
O00692,02-10-2025,C0181,P003,West,9,15,1,2
O00693,22-12-2025,C0012,P010,South,6,5,3,4
O00694,13-07-2025,C0455,P005,East,10,20,7,3
O00695,23-12-2024,C0073,P009,East,9,15,2,3
O00696,13-03-2025,C0468,P004,East,9,0,6,1
O00697,20-05-2025,C0104,P007,South,1,5,4,1
O00698,16-07-2025,C0308,P007,South,8,10,5,5
O00699,10-08-2025,C0032,P004,West,2,0,1,3
O00700,22-08-2024,C0407,P002,East,10,10,2,2
O00701,28-01-2025,C0498,P003,West,7,10,1,4
O00702,04-05-2024,C0088,P001,East,4,5,6,4
O00703,31-01-2024,C0119,P002,East,2,10,3,4
O00704,15-06-2024,C0069,P005,South,6,0,5,2
O00705,14-11-2024,C0013,P002,West,1,5,5,1
O00706,13-08-2025,C0073,P003,South,10,15,1,5
O00707,18-07-2025,C0237,P005,East,1,10,2,3
O00708,28-01-2025,C0217,P005,North,6,15,2,4
O00709,20-03-2025,C0186,P003,East,2,20,1,1
O00710,05-02-2025,C0179,P009,West,4,15,1,2
O00711,04-06-2025,C0291,P004,East,1,15,7,2
O00712,15-08-2024,C0198,P008,South,6,20,7,5
O00713,09-06-2024,C0159,P006,West,4,15,1,3
O00714,28-12-2024,C0411,P007,North,10,10,2,2
O00715,02-12-2024,C0107,P005,West,6,20,3,5
O00716,28-03-2025,C0248,P005,East,8,10,2,5
O00717,13-03-2024,C0332,P008,East,8,5,2,4
O00718,03-10-2024,C0330,P008,West,1,10,3,4
O00719,02-07-2024,C0425,P003,South,3,5,6,2
O00720,23-03-2024,C0497,P009,North,4,0,5,4
O00721,11-01-2024,C0122,P006,South,6,15,1,3
O00722,14-04-2025,C0011,P003,South,6,5,7,1
O00723,18-06-2024,C0207,P002,North,2,20,5,3
O00724,12-01-2025,C0102,P007,South,7,0,6,4
O00725,17-05-2025,C0152,P001,South,6,15,7,3
O00726,07-11-2024,C0230,P001,South,1,5,5,2
O00727,13-09-2025,C0054,P008,East,7,10,3,4
O00728,12-07-2024,C0391,P010,South,10,10,1,2
O00729,14-02-2025,C0102,P003,East,7,20,5,4
O00730,11-05-2024,C0107,P009,West,1,15,6,5
O00731,02-03-2024,C0242,P004,West,1,0,2,3
O00732,04-10-2024,C0368,P003,South,5,5,5,2
O00733,08-03-2024,C0379,P008,East,5,5,6,2
O00734,06-06-2024,C0427,P001,West,6,15,3,4
O00735,15-12-2025,C0246,P010,North,7,20,1,1
O00736,27-09-2024,C0381,P010,North,3,0,4,1
O00737,23-06-2025,C0256,P007,North,7,5,4,1
O00738,28-07-2024,C0430,P005,South,8,10,7,1
O00739,06-04-2024,C0465,P002,East,8,5,4,3
O00740,08-06-2024,C0016,P006,West,4,20,4,3
O00741,19-12-2024,C0054,P009,North,2,0,1,3
O00742,08-04-2024,C0475,P002,South,4,5,3,5
O00743,12-01-2024,C0215,P007,East,9,5,6,1
O00744,17-08-2024,C0180,P009,West,3,0,4,5
O00745,21-11-2024,C0146,P008,North,6,5,6,4
O00746,08-05-2025,C0383,P001,North,5,20,1,3
O00747,08-02-2024,C0091,P002,East,5,20,1,1
O00748,06-06-2025,C0289,P009,West,5,5,1,5
O00749,14-09-2025,C0418,P005,South,4,20,3,2
O00750,27-10-2024,C0433,P008,North,5,0,4,1
O00751,19-05-2025,C0434,P005,West,6,15,3,2
O00752,21-01-2024,C0241,P003,South,3,15,1,2
O00753,27-03-2025,C0302,P009,East,10,20,3,3
O00754,13-12-2025,C0233,P007,South,6,15,5,3
O00755,06-08-2025,C0387,P008,East,7,10,7,1
O00756,15-05-2025,C0165,P010,North,2,0,6,3
O00757,01-09-2024,C0338,P009,North,4,0,2,1
O00758,30-09-2024,C0228,P010,East,9,20,1,2
O00759,04-02-2025,C0462,P005,North,1,15,3,2
O00760,14-04-2025,C0182,P002,South,4,15,6,3
O00761,15-11-2024,C0229,P004,North,4,15,2,2
O00762,21-01-2024,C0032,P006,North,1,20,4,5
O00763,13-12-2025,C0046,P008,East,5,5,3,3
O00764,04-02-2024,C0103,P001,West,9,10,6,2
O00765,21-12-2025,C0104,P001,West,7,0,3,2
O00766,03-10-2025,C0486,P004,East,7,15,1,1
O00767,16-12-2025,C0249,P003,East,10,20,2,3
O00768,16-07-2025,C0127,P002,West,10,20,4,2
O00769,01-07-2024,C0222,P005,East,9,10,2,5
O00770,15-08-2025,C0072,P010,South,3,10,2,2
O00771,21-02-2024,C0065,P008,South,4,15,6,4
O00772,22-06-2025,C0194,P008,North,8,5,4,3
O00773,02-04-2024,C0439,P010,North,5,10,6,3
O00774,20-08-2024,C0058,P002,East,9,0,3,1
O00775,05-01-2025,C0450,P004,North,5,0,6,3
O00776,30-04-2024,C0359,P004,South,8,15,4,1
O00777,12-04-2024,C0396,P003,West,9,20,4,1
O00778,27-07-2025,C0246,P010,West,5,20,5,2
O00779,24-05-2025,C0117,P002,East,8,0,3,4
O00780,05-05-2024,C0022,P005,North,2,0,4,3
O00781,22-01-2025,C0050,P005,North,1,20,3,1
O00782,31-08-2025,C0159,P009,West,10,15,5,4
O00783,21-12-2024,C0143,P010,South,7,20,6,2
O00784,17-06-2024,C0407,P003,West,1,10,4,5
O00785,07-08-2024,C0431,P009,West,4,5,1,2
O00786,11-01-2025,C0401,P002,South,1,10,6,5
O00787,25-02-2025,C0367,P002,South,1,5,1,2
O00788,12-08-2024,C0241,P008,West,1,20,7,3
O00789,11-11-2024,C0069,P010,West,4,15,5,3
O00790,18-11-2024,C0319,P002,East,8,5,4,2
O00791,12-07-2025,C0471,P005,North,6,5,5,3
O00792,07-04-2025,C0260,P010,South,2,5,1,4
O00793,29-04-2025,C0211,P009,North,8,5,4,4
O00794,26-11-2024,C0151,P001,West,1,0,2,5
O00795,25-11-2024,C0208,P005,North,7,0,7,1
O00796,29-03-2025,C0113,P008,South,2,15,4,5
O00797,03-09-2024,C0192,P007,West,4,20,6,1
O00798,18-07-2024,C0237,P002,East,7,10,2,2
O00799,22-02-2025,C0196,P010,South,3,0,3,5
O00800,18-02-2024,C0160,P007,West,10,10,2,5
O00801,21-08-2025,C0456,P002,West,3,10,6,2
O00802,11-06-2025,C0153,P004,West,6,10,1,2
O00803,04-12-2024,C0331,P010,West,1,5,1,1
O00804,18-05-2025,C0170,P005,North,10,5,3,4
O00805,24-09-2024,C0448,P009,South,8,10,6,1
O00806,14-09-2024,C0447,P009,North,9,20,7,5
O00807,27-10-2025,C0283,P003,West,4,15,2,5
O00808,29-09-2025,C0084,P010,South,10,5,3,5
O00809,03-03-2025,C0394,P007,South,1,20,4,1
O00810,15-01-2025,C0278,P009,West,2,20,3,2
O00811,08-05-2025,C0348,P007,West,1,10,2,1
O00812,16-10-2024,C0408,P008,East,1,15,2,5
O00813,31-08-2024,C0487,P009,South,4,20,3,1
O00814,02-05-2024,C0128,P008,South,6,5,2,4
O00815,27-12-2025,C0169,P007,West,5,20,3,1
O00816,14-07-2024,C0317,P001,East,8,15,7,4
O00817,26-04-2024,C0248,P006,South,9,20,4,2
O00818,30-10-2024,C0245,P003,East,6,10,4,5
O00819,28-01-2025,C0311,P007,West,10,15,2,3
O00820,12-05-2025,C0225,P009,South,8,0,7,1
O00821,31-08-2025,C0135,P006,East,6,15,1,2
O00822,26-05-2025,C0363,P008,East,4,5,4,5
O00823,25-09-2025,C0254,P008,East,2,15,4,5
O00824,25-07-2024,C0224,P001,North,8,0,4,2
O00825,28-08-2025,C0455,P008,West,7,0,3,3
O00826,31-10-2024,C0393,P005,East,4,5,7,4
O00827,27-10-2025,C0167,P003,North,10,0,6,2
O00828,19-08-2024,C0332,P004,North,7,20,1,5
O00829,11-03-2024,C0470,P001,West,4,0,5,2
O00830,12-12-2025,C0088,P007,North,6,20,7,3
O00831,21-03-2025,C0432,P008,East,1,20,3,1
O00832,03-09-2024,C0432,P004,West,5,10,4,2
O00833,04-02-2024,C0305,P008,East,10,10,6,5
O00834,13-10-2025,C0070,P008,West,4,5,3,5
O00835,16-08-2024,C0495,P003,South,1,5,6,5
O00836,07-10-2024,C0143,P008,East,9,15,4,5
O00837,28-11-2025,C0184,P007,North,4,15,4,2
O00838,24-10-2024,C0444,P002,East,2,5,7,4
O00839,07-12-2025,C0370,P001,West,9,20,7,5
O00840,01-05-2025,C0134,P010,South,6,0,3,3
O00841,06-08-2025,C0126,P010,South,5,20,6,4
O00842,27-09-2024,C0491,P001,East,9,10,2,1
O00843,06-09-2024,C0484,P005,South,2,10,2,3
O00844,22-04-2025,C0136,P008,North,2,0,3,1
O00845,29-12-2025,C0023,P008,East,6,5,4,2
O00846,15-07-2024,C0238,P010,North,4,15,6,4
O00847,13-11-2025,C0064,P010,North,3,5,5,4
O00848,13-01-2025,C0456,P008,East,7,20,4,3
O00849,20-11-2025,C0324,P008,West,3,5,5,2
O00850,14-07-2025,C0282,P009,South,3,20,4,3
O00851,25-11-2025,C0323,P004,North,3,10,4,5
O00852,28-10-2024,C0080,P007,North,3,20,3,1
O00853,24-05-2025,C0160,P010,East,7,5,5,2
O00854,05-08-2025,C0011,P004,East,4,20,6,5
O00855,03-10-2025,C0053,P008,West,6,10,2,5
O00856,23-09-2024,C0278,P001,East,3,15,2,3
O00857,12-05-2025,C0040,P008,South,4,0,6,2
O00858,22-12-2024,C0090,P007,North,8,20,1,4
O00859,13-03-2025,C0212,P005,West,10,5,6,3
O00860,25-07-2024,C0007,P005,West,7,20,5,4
O00861,25-01-2024,C0293,P003,West,5,5,5,4
O00862,23-02-2024,C0093,P005,South,6,20,1,2
O00863,01-02-2025,C0204,P007,North,2,0,7,4
O00864,11-02-2024,C0453,P008,South,2,20,3,1
O00865,02-10-2024,C0169,P001,South,2,15,1,3
O00866,17-07-2024,C0347,P005,East,7,15,7,2
O00867,13-11-2025,C0318,P007,West,4,20,7,5
O00868,23-03-2024,C0122,P008,South,8,0,4,5
O00869,11-09-2024,C0011,P009,East,1,10,2,4
O00870,02-03-2025,C0216,P003,East,3,5,6,2
O00871,05-07-2025,C0145,P001,West,2,20,6,4
O00872,12-01-2025,C0326,P002,North,9,20,4,3
O00873,28-10-2024,C0323,P006,East,1,5,4,5
O00874,21-12-2025,C0172,P005,North,3,5,3,4
O00875,17-05-2025,C0307,P005,South,4,5,7,1
O00876,16-04-2024,C0271,P006,West,6,5,7,3
O00877,16-08-2024,C0340,P010,West,1,0,1,4
O00878,24-08-2024,C0393,P006,East,3,10,1,2
O00879,15-06-2024,C0148,P009,North,4,10,6,3
O00880,15-02-2024,C0294,P003,South,3,15,6,5
O00881,30-12-2024,C0389,P004,North,9,20,1,1
O00882,16-09-2024,C0030,P005,East,7,20,7,4
O00883,04-07-2024,C0326,P005,South,2,5,2,3
O00884,11-08-2025,C0073,P006,South,8,15,3,2
O00885,09-08-2024,C0049,P002,South,4,0,2,5
O00886,29-07-2024,C0192,P002,North,2,20,2,3
O00887,17-12-2025,C0253,P001,East,3,15,3,1
O00888,30-07-2024,C0427,P010,West,3,5,5,3
O00889,01-06-2024,C0129,P010,South,4,20,1,4
O00890,15-11-2025,C0411,P003,East,4,15,6,3
O00891,04-03-2024,C0302,P005,North,2,10,3,4
O00892,29-03-2025,C0459,P004,West,6,0,5,2
O00893,28-07-2024,C0065,P001,South,10,20,1,2
O00894,22-05-2025,C0243,P009,East,9,0,2,3
O00895,07-04-2025,C0394,P008,North,4,0,2,5
O00896,04-10-2024,C0186,P005,North,9,5,1,2
O00897,29-06-2025,C0303,P008,North,8,10,5,2
O00898,11-08-2024,C0395,P002,South,2,20,7,1
O00899,03-01-2025,C0215,P005,North,7,10,4,2
O00900,04-12-2024,C0420,P009,North,8,15,4,3
O00901,04-06-2025,C0410,P003,West,9,15,6,2
O00902,13-09-2025,C0127,P007,West,2,5,7,4
O00903,29-04-2024,C0160,P005,North,5,15,6,3
O00904,03-11-2024,C0340,P003,East,8,15,7,5
O00905,16-04-2025,C0141,P004,East,5,5,4,4
O00906,26-01-2025,C0046,P002,West,7,20,1,5
O00907,29-09-2025,C0279,P008,North,1,15,5,5
O00908,02-08-2024,C0031,P006,South,10,0,1,5
O00909,08-10-2025,C0072,P004,East,3,10,3,1
O00910,04-04-2025,C0130,P005,East,1,15,7,2
O00911,11-01-2024,C0341,P006,South,3,20,2,4
O00912,12-09-2024,C0404,P004,North,7,0,7,2
O00913,26-12-2024,C0178,P003,West,10,5,6,2
O00914,13-09-2025,C0300,P001,South,4,15,6,1
O00915,14-05-2024,C0064,P008,West,3,15,7,4
O00916,09-03-2025,C0321,P003,East,9,0,6,3
O00917,08-10-2024,C0098,P002,West,9,10,1,5
O00918,01-07-2024,C0273,P009,East,8,0,2,4
O00919,20-07-2024,C0007,P001,South,3,5,7,5
O00920,20-03-2024,C0090,P010,South,10,10,6,1
O00921,12-12-2025,C0047,P004,North,10,0,2,2
O00922,24-11-2024,C0230,P008,East,2,15,5,4
O00923,09-09-2024,C0012,P004,North,2,20,6,5
O00924,27-10-2025,C0398,P003,East,10,5,6,5
O00925,06-12-2024,C0382,P001,West,2,0,4,1
O00926,04-04-2025,C0438,P003,West,7,20,6,1
O00927,04-02-2024,C0381,P010,East,9,15,1,3
O00928,14-04-2024,C0491,P004,North,10,5,3,3
O00929,23-12-2024,C0067,P009,South,8,20,2,1
O00930,04-01-2024,C0233,P006,West,4,10,2,1
O00931,07-05-2025,C0284,P001,West,5,20,4,4
O00932,26-06-2024,C0022,P008,North,8,0,2,3
O00933,12-06-2024,C0006,P005,South,2,5,1,4
O00934,16-03-2024,C0372,P004,South,4,10,5,2
O00935,18-06-2025,C0092,P009,West,4,5,6,4
O00936,17-03-2025,C0269,P005,North,9,15,1,4
O00937,01-07-2024,C0442,P005,East,8,20,5,3
O00938,12-01-2025,C0329,P005,West,5,15,7,1
O00939,29-11-2025,C0278,P009,West,2,15,3,5
O00940,07-01-2025,C0463,P007,West,7,15,6,1
O00941,04-11-2025,C0128,P007,North,1,10,2,3
O00942,31-05-2024,C0305,P002,West,5,15,2,4
O00943,15-05-2025,C0231,P008,West,1,0,5,4
O00944,09-05-2024,C0153,P007,East,9,5,5,5
O00945,09-12-2024,C0204,P001,North,3,5,5,4
O00946,20-08-2024,C0336,P002,South,9,5,4,5
O00947,17-06-2025,C0224,P007,East,1,10,2,2
O00948,01-12-2024,C0003,P002,South,3,0,4,3
O00949,28-08-2024,C0013,P006,North,6,15,6,5
O00950,17-08-2025,C0349,P003,North,3,10,3,5
O00951,15-03-2025,C0309,P004,North,6,15,4,4
O00952,16-06-2024,C0051,P008,South,6,10,7,4
O00953,19-09-2024,C0147,P006,North,7,10,3,5
O00954,21-09-2025,C0012,P009,South,3,0,4,2
O00955,05-06-2025,C0041,P008,South,3,15,3,4
O00956,27-06-2024,C0307,P009,East,7,5,2,1
O00957,22-04-2024,C0442,P005,East,2,10,1,2
O00958,23-10-2024,C0377,P003,East,5,5,1,3
O00959,24-03-2024,C0233,P010,South,7,10,4,4
O00960,09-10-2025,C0251,P005,West,9,0,5,1
O00961,28-05-2024,C0098,P001,North,3,20,7,2
O00962,20-09-2025,C0242,P004,West,6,15,3,1
O00963,28-01-2024,C0008,P008,South,4,5,4,4
O00964,19-07-2025,C0182,P006,North,10,10,4,1
O00965,30-04-2024,C0112,P005,North,1,10,7,1
O00966,03-08-2024,C0484,P009,West,8,15,3,5
O00967,21-09-2025,C0243,P010,North,1,0,6,2
O00968,10-04-2024,C0340,P001,West,8,10,3,2
O00969,11-12-2024,C0190,P005,North,4,20,5,5
O00970,23-08-2024,C0227,P004,East,8,5,1,3
O00971,20-06-2025,C0141,P002,North,1,20,1,1
O00972,08-08-2025,C0295,P003,East,4,5,3,1
O00973,26-05-2024,C0440,P002,North,9,10,5,4
O00974,09-01-2024,C0267,P010,South,1,5,2,3
O00975,26-01-2024,C0391,P010,East,4,10,1,4
O00976,16-08-2024,C0406,P006,North,1,20,7,3
O00977,21-04-2024,C0078,P007,West,2,5,7,4
O00978,08-02-2025,C0171,P001,West,10,0,5,5
O00979,28-09-2025,C0110,P003,West,9,10,4,4
O00980,05-08-2025,C0167,P008,South,9,10,5,2
O00981,27-05-2024,C0222,P009,North,6,20,1,2
O00982,19-06-2025,C0082,P001,West,9,10,5,4
O00983,19-01-2024,C0140,P006,West,1,15,6,1
O00984,05-09-2025,C0334,P004,West,4,15,6,3
O00985,31-03-2025,C0440,P006,South,2,0,1,4
O00986,01-11-2025,C0018,P001,South,10,0,4,2
O00987,17-06-2024,C0256,P009,West,9,15,1,5
O00988,09-06-2024,C0489,P005,North,2,0,2,2
O00989,14-04-2024,C0430,P007,East,5,20,7,5
O00990,07-06-2025,C0182,P007,West,3,20,3,5
O00991,15-05-2025,C0291,P007,East,3,5,7,3
O00992,10-08-2024,C0051,P004,North,7,5,7,2
O00993,09-01-2025,C0401,P010,West,3,0,5,2
O00994,25-02-2024,C0080,P008,North,4,5,1,1
